TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
810609    2444764.500000000000     -.590517    .08074   .23004
810610    2444765.500000000000     -.592820    .08004   .22944
810611    2444766.500000000000     -.595152    .07934   .22874
810612    2444767.500000000000     -.597438    .07864   .22794
810613    2444768.500000000000     -.599643    .07794   .22724
810614    2444769.500000000000     -.601753    .07734   .22644
810615    2444770.500000000000     -.603720    .07675   .22565
810616    2444771.500000000000     -.605537    .07625   .22475
810617    2444772.500000000000     -.607227    .07575   .22395
810618    2444773.500000000000     -.608784    .07515   .22305
810619    2444774.500000000000     -.610248    .07465   .22215
810620    2444775.500000000000     -.611648    .07415   .22125
810621    2444776.500000000000     -.613048    .07365   .22025
810622    2444777.500000000000     -.614495    .07315   .21935
810623    2444778.500000000000     -.616023    .07265   .21845
810624    2444779.500000000000     -.617662    .07215   .21755
810625    2444780.500000000000     -.619395    .07155   .21655
810626    2444781.500000000000     -.621186    .07095   .21565
810627    2444782.500000000000     -.622982    .07035   .21475
810628    2444783.500000000000     -.624715    .06975   .21375
810629    2444784.500000000000     -.626331    .06915   .21285
810630    2444785.500000000000     -.627782    .06855   .21185
810701    2444786.500000000000      .370902    .06805   .21095
810702    2444787.500000000000      .369675    .06745   .20995
810703    2444788.500000000000      .368449    .06695   .20895
810704    2444789.500000000000      .367172    .06635   .20795
810705    2444790.500000000000      .365811    .06595   .20685
810706    2444791.500000000000      .364376    .06545   .20585
810707    2444792.500000000000      .362890    .06505   .20485
810708    2444793.500000000000      .361386    .06465   .20385
810709    2444794.500000000000      .359932    .06425   .20275
810710    2444795.500000000000      .358556    .06395   .20175
810711    2444796.500000000000      .357305    .06365   .20085
810712    2444797.500000000000      .356186    .06335   .19985
810713    2444798.500000000000      .355221    .06305   .19895
810714    2444799.500000000000      .354388    .06265   .19805
810715    2444800.500000000000      .353665    .06235   .19715
810716    2444801.500000000000      .352987    .06185   .19635
810717    2444802.500000000000      .352287    .06135   .19565
810718    2444803.500000000000      .351499    .06075   .19495
810719    2444804.500000000000      .350561    .06015   .19435
810720    2444805.500000000000      .349417    .05935   .19375
810721    2444806.500000000000      .348074    .05855   .19315
810722    2444807.500000000000      .346531    .05756   .19266
810723    2444808.500000000000      .344851    .05656   .19216
810724    2444809.500000000000      .343087    .05546   .19166
810725    2444810.500000000000      .341327    .05426   .19116
810726    2444811.500000000000      .339637    .05306   .19076
810727    2444812.500000000000      .338049    .05176   .19026
810728    2444813.500000000000      .336568    .05036   .18976
810729    2444814.500000000000      .335146    .04886   .18926
810730    2444815.500000000000      .333735    .04736   .18876
810731    2444816.500000000000      .332265    .04586   .18826
810801    2444817.500000000000      .330682    .04426   .18786
810802    2444818.500000000000      .328982    .04256   .18736
810803    2444819.500000000000      .327196    .04096   .18696
810804    2444820.500000000000      .325375    .03926   .18656
810805    2444821.500000000000      .323549    .03756   .18616
810806    2444822.500000000000      .321781    .03586   .18576
810807    2444823.500000000000      .320089    .03416   .18546
810808    2444824.500000000000      .318491    .03246   .18516
810809    2444825.500000000000      .317007    .03076   .18486
810810    2444826.500000000000      .315615    .02906   .18466
810811    2444827.500000000000      .314312    .02736   .18446
810812    2444828.500000000000      .313053    .02566   .18426
810813    2444829.500000000000      .311805    .02396   .18406
810814    2444830.500000000000      .310505    .02216   .18396
810815    2444831.500000000000      .309083    .02046   .18386
810816    2444832.500000000000      .307495    .01876   .18376
810817    2444833.500000000000      .305755    .01716   .18366
810818    2444834.500000000000      .303866    .01546   .18366
810819    2444835.500000000000      .301890    .01376   .18366
810820    2444836.500000000000      .299919    .01216   .18376
810821    2444837.500000000000      .298044    .01056   .18376
810822    2444838.500000000000      .296327    .00896   .18396
810823    2444839.500000000000      .294819    .00746   .18406
810824    2444840.500000000000      .293498    .00596   .18436
810825    2444841.500000000000      .292321    .00446   .18456
810826    2444842.500000000000      .291222    .00306   .18496
810827    2444843.500000000000      .290101    .00167   .18527
810828    2444844.500000000000      .288887    .00027   .18577
810829    2444845.500000000000      .287540   -.00113   .18617
810830    2444846.500000000000      .286081   -.00253   .18667
810831    2444847.500000000000      .284532   -.00393   .18727
810901    2444848.500000000000      .282937   -.00533   .18777
810902    2444849.500000000000      .281345   -.00683   .18827
810903    2444850.500000000000      .279785   -.00823   .18877
810904    2444851.500000000000      .278290   -.00963   .18927
810905    2444852.500000000000      .276874   -.01103   .18977
810906    2444853.500000000000      .275525   -.01253   .19017
810907    2444854.500000000000      .274240   -.01393   .19067
810908    2444855.500000000000      .272971   -.01543   .19117
810909    2444856.500000000000      .271687   -.01693   .19167
810910    2444857.500000000000      .270328   -.01853   .19217
810911    2444858.500000000000      .268845   -.02013   .19267
810912    2444859.500000000000      .267157   -.02183   .19317
810913    2444860.500000000000      .265248   -.02343   .19377
810914    2444861.500000000000      .263093   -.02523   .19427
810915    2444862.500000000000      .260728   -.02693   .19497
810916    2444863.500000000000      .258233   -.02883   .19557
810917    2444864.500000000000      .255719   -.03063   .19627
810918    2444865.500000000000      .253269   -.03253   .19697
810919    2444866.500000000000      .250946   -.03443   .19767
810920    2444867.500000000000      .248768   -.03643   .19847
810921    2444868.500000000000      .246702   -.03843   .19927
810922    2444869.500000000000      .244680   -.04053   .20007
810923    2444870.500000000000      .242632   -.04263   .20097
810924    2444871.500000000000      .240499   -.04483   .20187
810925    2444872.500000000000      .238231   -.04703   .20277
810926    2444873.500000000000      .235847   -.04923   .20377
810927    2444874.500000000000      .233365   -.05153   .20477
810928    2444875.500000000000      .230834   -.05373   .20577
810929    2444876.500000000000      .228287   -.05603   .20677
810930    2444877.500000000000      .225798   -.05823   .20777
811001    2444878.500000000000      .223391   -.06033   .20877
811002    2444879.500000000000      .221112   -.06253   .20977
811003    2444880.500000000000      .218958   -.06452   .21078
811004    2444881.500000000000      .216909   -.06642   .21188
811005    2444882.500000000000      .214957   -.06822   .21288
811006    2444883.500000000000      .213045   -.06992   .21408
811007    2444884.500000000000      .211141   -.07152   .21518
811008    2444885.500000000000      .209173   -.07292   .21638
811009    2444886.500000000000      .207111   -.07422   .21768
811010    2444887.500000000000      .204872   -.07552   .21908
811011    2444888.500000000000      .202418   -.07672   .22048
811012    2444889.500000000000      .199764   -.07792   .22208
811013    2444890.500000000000      .196958   -.07892   .22368
811014    2444891.500000000000      .194090   -.08002   .22538
811015    2444892.500000000000      .191280   -.08102   .22718
811016    2444893.500000000000      .188620   -.08202   .22898
811017    2444894.500000000000      .186145   -.08302   .23078
811018    2444895.500000000000      .183838   -.08402   .23258
811019    2444896.500000000000      .181655   -.08512   .23448
811020    2444897.500000000000      .179495   -.08612   .23638
811021    2444898.500000000000      .177305   -.08722   .23818
811022    2444899.500000000000      .175035   -.08832   .24008
811023    2444900.500000000000      .172666   -.08942   .24188
811024    2444901.500000000000      .170210   -.09062   .24358
811025    2444902.500000000000      .167694   -.09172   .24538
811026    2444903.500000000000      .165163   -.09282   .24698
811027    2444904.500000000000      .162664   -.09402   .24868
811028    2444905.500000000000      .160236   -.09512   .25028
811029    2444906.500000000000      .157919   -.09622   .25178
811030    2444907.500000000000      .155716   -.09722   .25328
811031    2444908.500000000000      .153627   -.09832   .25478
811101    2444909.500000000000      .151648   -.09932   .25628
811102    2444910.500000000000      .149724   -.10032   .25768
811103    2444911.500000000000      .147815   -.10132   .25918
811104    2444912.500000000000      .145869   -.10222   .26058
811105    2444913.500000000000      .143835   -.10312   .26208
811106    2444914.500000000000      .141660   -.10402   .26348
811107    2444915.500000000000      .139286   -.10492   .26498
811108    2444916.500000000000      .136718   -.10571   .26649
811109    2444917.500000000000      .133959   -.10651   .26789
811110    2444918.500000000000      .131088   -.10731   .26939
811111    2444919.500000000000      .128199   -.10801   .27099
811112    2444920.500000000000      .125386   -.10861   .27249
811113    2444921.500000000000      .122744   -.10921   .27419
811114    2444922.500000000000      .120304   -.10961   .27579
811115    2444923.500000000000      .118041   -.11001   .27759
811116    2444924.500000000000      .115881   -.11031   .27939
811117    2444925.500000000000      .113736   -.11041   .28129
811118    2444926.500000000000      .111575   -.11051   .28319
811119    2444927.500000000000      .109362   -.11051   .28519
811120    2444928.500000000000      .107104   -.11051   .28719
811121    2444929.500000000000      .104837   -.11051   .28919
811122    2444930.500000000000      .102603   -.11041   .29129
811123    2444931.500000000000      .100422   -.11041   .29349
